Nama Lokasi,Hari,Jam Login,Nama,Jenis Kelamin,Email,No Telp,Provider Seluler,Tahun Lahir,Merek HP,Digital Interest,Location Type,Durasi
Halte Sunshine Gudetama,Senin,10:35:51,Nabilah Asep Ilham,Perempuan,Nabilah_Asep_Ilham@gmail.com,089270918011,Smartfren,1985,Realme,Sosial Media,Halte,00:25:28
Mall Jaguar Domo,Selasa,08:48:44,Nabilah Asep Wahyu,Laki-laki,Nabilah_Asep_Wahyu@gmail.com,086899482030,XL,2005,Xiaomi,Hiburan,Mall,00:18:17
RS Rotello Domo,Minggu,20:54:30,Nabilah Asep Rizki,Perempuan,Nabilah_Asep_Rizki@gmail.com,082098212932,XL,1970,Oppo,Hiburan,Rumah Sakit,00:54:40
RS Permata Gemilang,Minggu,14:03:46,Nabilah Asep Naufal,Laki-laki,Nabilah_Asep_Naufal@gmail.com,085892990255,Indosat,1976,Infinix,Sosial Media,Rumah Sakit,00:37:38
RS Rotello Star,Kamis,09:52:07,Nabilah Asep Tono,Laki-laki,Nabilah_Asep_Tono@gmail.com,081542680868,Indosat,1976,Xiaomi,Sosial Media,Rumah Sakit,00:22:16
RS Jaguar Domo,Jumat,17:20:41,Nabilah Asep Bagus,Perempuan,Nabilah_Asep_Bagus@gmail.com,081279981668,Indosat,1990,Lenovo,Sosial Media,Rumah Sakit,00:14:32
Kafe Domo Specta,Senin,13:12:22,Nabilah Asep Asep,Laki-laki,Nabilah_Asep_Asep@gmail.com,085720354830,Smartfren,1972,Iphone,Sosial Media,Kafe,01:18:07
Restoran Gudetama Sunshine,Selasa,10:55:52,Nabilah Asep Kartika,Laki-laki,Nabilah_Asep_Kartika@gmail.com,085159998119,3,1978,Infinix,Game,Restoran,00:22:53
RS Tjantik Larry,Selasa,14:24:37,Nabilah Asep Ayu,Perempuan,Nabilah_Asep_Ayu@gmail.com,087544321816,XL,2005,Iphone,Hiburan,Rumah Sakit,00:46:10
Restoran Larry Rotello,Minggu,14:42:25,Nabilah Asep Alma,Perempuan,Nabilah_Asep_Alma@gmail.com,085413177778,Smartfren,1984,Vivo,Social Connection,Restoran,00:56:01
RS Specta Sky,Rabu,18:02:12,Nabilah Asep Nabilah,Perempuan,Nabilah_Asep_Nabilah@gmail.com,082722466436,Telkomsel,2000,ASUS,Work Stuff,Rumah Sakit,01:03:20
Mall Gudetama Specta,Rabu,09:36:49,Nabilah Asep Putri,Laki-laki,Nabilah_Asep_Putri@gmail.com,083347258361,XL,1995,Iphone,Work Stuff,Mall,00:20:15
Restoran Sky Rainbow,Rabu,17:32:26,Nabilah Asep Lia,Perempuan,Nabilah_Asep_Lia@gmail.com,082268769157,Telkomsel,1998,Samsung,Sosial Media,Restoran,02:37:02
RS Star Gemilang,Jumat,19:54:11,Nabilah Asep Sari,Perempuan,Nabilah_Asep_Sari@gmail.com,089686879329,Indosat,1982,Lenovo,Sosial Media,Rumah Sakit,01:40:08
Mall Pesona Gudetama,Jumat,14:09:54,Nabilah Asep Siti,Laki-laki,Nabilah_Asep_Siti@gmail.com,082146343089,XL,1987,Oppo,Game,Mall,00:31:11
Halte Permata Permata,Selasa,10:37:08,Nabilah Asep Fitri,Laki-laki,Nabilah_Asep_Fitri@gmail.com,085205105278,Smartfren,1984,Lenovo,Game,Halte,02:16:24
Halte Domo Rainbow,Senin,11:55:57,Nabilah Kartika Bayu,Perempuan,Nabilah_Kartika_Bayu@gmail.com,087773056475,Indosat,2005,Realme,Sosial Media,Halte,00:19:38
Mall Jaguar Permata,Selasa,13:10:48,Nabilah Kartika Fajar,Laki-laki,Nabilah_Kartika_Fajar@gmail.com,086281364795,3,2001,Xiaomi,Hiburan,Mall,00:47:48
Halte Larry Star,Senin,18:38:49,Nabilah Kartika Ilham,Laki-laki,Nabilah_Kartika_Ilham@gmail.com,086707390221,Indosat,1995,Xiaomi,Work Stuff,Halte,00:51:57
Mall Jaguar Rotello,Jumat,09:22:05,Nabilah Kartika Wahyu,Laki-laki,Nabilah_Kartika_Wahyu@gmail.com,081328563027,Smartfren,2004,Vivo,Work Stuff,Mall,00:50:52
Restoran Sunshine Sky,Jumat,17:23:27,Nabilah Kartika Rizki,Perempuan,Nabilah_Kartika_Rizki@gmail.com,087583901786,Smartfren,1996,Xiaomi,Sosial Media,Restoran,01:16:23
Halte Permata Jaguar,Rabu,17:07:21,Nabilah Kartika Naufal,Laki-laki,Nabilah_Kartika_Naufal@gmail.com,088161557788,Smartfren,2005,Iphone,Game,Halte,02:26:00
Mall Jaguar Rainbow,Jumat,13:18:31,Nabilah Kartika Tono,Laki-laki,Nabilah_Kartika_Tono@gmail.com,085264991979,Telkomsel,1982,Realme,Hiburan,Mall,01:43:07
RS Rainbow Pesona,Minggu,19:59:22,Nabilah Kartika Bagus,Laki-laki,Nabilah_Kartika_Bagus@gmail.com,085970344051,XL,1989,ASUS,Work Stuff,Rumah Sakit,00:22:23
Halte Jaguar Gudetama,Senin,09:20:39,Nabilah Kartika Asep,Perempuan,Nabilah_Kartika_Asep@gmail.com,083073413632,Telkomsel,1979,Xiaomi,Hiburan,Halte,01:34:18
RS Star Jaguar,Minggu,19:35:01,Nabilah Kartika Kartika,Perempuan,Nabilah_Kartika_Kartika@gmail.com,086944146811,XL,1982,Xiaomi,Hiburan,Rumah Sakit,00:06:29
Restoran Specta Domo,Senin,08:02:35,Nabilah Kartika Ayu,Perempuan,Nabilah_Kartika_Ayu@gmail.com,085611853127,Telkomsel,1975,Lenovo,Work Stuff,Restoran,02:12:56
RS Sky Permata,Minggu,10:20:02,Nabilah Kartika Alma,Laki-laki,Nabilah_Kartika_Alma@gmail.com,082295885608,Indosat,2005,Vivo,Social Connection,Rumah Sakit,00:28:26
Halte Rotello Permata,Selasa,17:14:11,Nabilah Kartika Nabilah,Laki-laki,Nabilah_Kartika_Nabilah@gmail.com,084071477873,Indosat,1978,Iphone,Sosial Media,Halte,02:42:06
RS Sky Star,Senin,07:42:10,Nabilah Kartika Putri,Laki-laki,Nabilah_Kartika_Putri@gmail.com,089380646407,Indosat,1987,Xiaomi,Work Stuff,Rumah Sakit,01:56:59
Restoran Gudetama Star,Rabu,12:13:51,Nabilah Kartika Lia,Laki-laki,Nabilah_Kartika_Lia@gmail.com,083125417463,Indosat,2001,ASUS,Sosial Media,Restoran,01:54:21
Halte Gemilang Gudetama,Minggu,14:21:47,Nabilah Kartika Sari,Perempuan,Nabilah_Kartika_Sari@gmail.com,089678414538,Telkomsel,2001,Oppo,Work Stuff,Halte,01:44:10
Kafe Jaguar Jaguar,Rabu,16:34:39,Nabilah Kartika Siti,Laki-laki,Nabilah_Kartika_Siti@gmail.com,083014226409,Telkomsel,1982,Vivo,Hiburan,Kafe,02:13:45
Mall Larry Domo,Minggu,09:54:55,Nabilah Kartika Fitri,Laki-laki,Nabilah_Kartika_Fitri@gmail.com,085954296400,XL,1999,Samsung,Work Stuff,Mall,01:09:24
Halte Sky Larry,Sabtu,18:06:05,Nabilah Ayu Bayu,Perempuan,Nabilah_Ayu_Bayu@gmail.com,088099557202,Indosat,2002,Xiaomi,Hiburan,Halte,01:35:22
Restoran Domo Sky,Jumat,08:06:49,Nabilah Ayu Fajar,Laki-laki,Nabilah_Ayu_Fajar@gmail.com,081352980634,XL,1997,Realme,Hiburan,Restoran,01:01:31
Kafe Tjantik Jaguar,Senin,19:49:57,Nabilah Ayu Ilham,Laki-laki,Nabilah_Ayu_Ilham@gmail.com,083602688532,Indosat,1996,Xiaomi,Game,Kafe,00:51:50
Kafe Jaguar Specta,Minggu,12:13:36,Nabilah Ayu Wahyu,Laki-laki,Nabilah_Ayu_Wahyu@gmail.com,083018344748,Indosat,1972,Samsung,Social Connection,Kafe,02:21:54
Restoran Sunshine Sunshine,Sabtu,10:42:48,Nabilah Ayu Rizki,Perempuan,Nabilah_Ayu_Rizki@gmail.com,086381163179,Telkomsel,1999,Samsung,Game,Restoran,01:09:12
Mall Jaguar Pesona,Selasa,13:44:30,Nabilah Ayu Naufal,Laki-laki,Nabilah_Ayu_Naufal@gmail.com,085406204964,Smartfren,1984,Oppo,Game,Mall,00:38:44
RS Permata Rotello,Senin,17:51:51,Nabilah Ayu Tono,Laki-laki,Nabilah_Ayu_Tono@gmail.com,088118585386,Telkomsel,1987,Infinix,Social Connection,Rumah Sakit,01:36:48
RS Rotello Star,Senin,18:03:10,Nabilah Ayu Bagus,Perempuan,Nabilah_Ayu_Bagus@gmail.com,086667075058,3,2000,Oppo,Hiburan,Rumah Sakit,01:33:16
Mall Larry Tjantik,Jumat,15:43:07,Nabilah Ayu Asep,Perempuan,Nabilah_Ayu_Asep@gmail.com,084159582333,Smartfren,1981,Samsung,Sosial Media,Mall,00:43:04
Kafe Star Star,Selasa,21:29:36,Nabilah Ayu Kartika,Perempuan,Nabilah_Ayu_Kartika@gmail.com,088709997069,Telkomsel,1984,ASUS,Sosial Media,Kafe,02:45:20
Restoran Star Specta,Minggu,17:09:05,Nabilah Ayu Ayu,Laki-laki,Nabilah_Ayu_Ayu@gmail.com,087007872624,Smartfren,1971,Lenovo,Sosial Media,Restoran,00:11:48
RS Pesona Star,Minggu,18:26:31,Nabilah Ayu Alma,Laki-laki,Nabilah_Ayu_Alma@gmail.com,083052780343,3,2003,Lenovo,Work Stuff,Rumah Sakit,01:12:58
Mall Gudetama Domo,Kamis,09:17:45,Nabilah Ayu Nabilah,Laki-laki,Nabilah_Ayu_Nabilah@gmail.com,088114122447,XL,2001,Iphone,Game,Mall,02:26:32
Kafe Rotello Domo,Senin,07:56:07,Nabilah Ayu Putri,Laki-laki,Nabilah_Ayu_Putri@gmail.com,085416765363,3,2005,Samsung,Work Stuff,Kafe,00:11:12
Halte Rotello Sky,Sabtu,08:55:26,Nabilah Ayu Lia,Perempuan,Nabilah_Ayu_Lia@gmail.com,089003529767,Indosat,1994,Realme,Work Stuff,Halte,01:11:43
Halte Domo Tjantik,Selasa,07:34:41,Nabilah Ayu Sari,Laki-laki,Nabilah_Ayu_Sari@gmail.com,082413428911,3,1980,Infinix,Work Stuff,Halte,01:47:11
RS Sky Larry,Minggu,11:43:20,Nabilah Ayu Siti,Laki-laki,Nabilah_Ayu_Siti@gmail.com,086803594637,3,2003,Xiaomi,Social Connection,Rumah Sakit,02:45:49
Kafe Gemilang Jaguar,Sabtu,16:18:22,Nabilah Ayu Fitri,Laki-laki,Nabilah_Ayu_Fitri@gmail.com,088253514718,Telkomsel,1997,Iphone,Social Connection,Kafe,01:12:19
Halte Gudetama Star,Sabtu,20:32:52,Nabilah Alma Bayu,Laki-laki,Nabilah_Alma_Bayu@gmail.com,086722996639,Telkomsel,1991,Infinix,Hiburan,Halte,01:15:57
Mall Domo Domo,Senin,15:57:03,Nabilah Alma Fajar,Laki-laki,Nabilah_Alma_Fajar@gmail.com,085293443675,Indosat,1970,Huawei,Sosial Media,Mall,02:02:01
Kafe Gudetama Jaguar,Sabtu,17:31:03,Nabilah Alma Ilham,Laki-laki,Nabilah_Alma_Ilham@gmail.com,083251036796,XL,1970,Iphone,Hiburan,Kafe,01:04:39
RS Larry Rainbow,Kamis,07:45:50,Nabilah Alma Wahyu,Perempuan,Nabilah_Alma_Wahyu@gmail.com,082506607374,Indosat,1970,Lenovo,Hiburan,Rumah Sakit,02:34:03
Halte Domo Domo,Minggu,07:43:00,Nabilah Alma Rizki,Laki-laki,Nabilah_Alma_Rizki@gmail.com,089118127169,Smartfren,1983,Vivo,Game,Halte,02:30:26
RS Jaguar Rotello,Sabtu,07:13:05,Nabilah Alma Naufal,Perempuan,Nabilah_Alma_Naufal@gmail.com,082332788204,XL,2000,Lenovo,Social Connection,Rumah Sakit,00:45:51
Restoran Specta Gemilang,Sabtu,19:09:40,Nabilah Alma Tono,Laki-laki,Nabilah_Alma_Tono@gmail.com,085995979751,Telkomsel,1992,Iphone,Game,Restoran,02:46:35
Kafe Sky Pesona,Jumat,13:15:30,Nabilah Alma Bagus,Laki-laki,Nabilah_Alma_Bagus@gmail.com,082927355923,3,1998,Vivo,Game,Kafe,00:54:36
Mall Rotello Gemilang,Kamis,10:46:12,Nabilah Alma Asep,Perempuan,Nabilah_Alma_Asep@gmail.com,089057976019,Smartfren,1994,Xiaomi,Game,Mall,01:15:13
Kafe Sunshine Specta,Minggu,07:27:13,Nabilah Alma Kartika,Laki-laki,Nabilah_Alma_Kartika@gmail.com,088279462218,Smartfren,1999,Lenovo,Hiburan,Kafe,01:47:24
Kafe Jaguar Star,Minggu,20:18:11,Nabilah Alma Ayu,Laki-laki,Nabilah_Alma_Ayu@gmail.com,081304566657,Telkomsel,1977,Samsung,Game,Kafe,01:44:24
RS Tjantik Permata,Senin,15:30:13,Nabilah Alma Alma,Perempuan,Nabilah_Alma_Alma@gmail.com,089210531951,Telkomsel,1970,Huawei,Hiburan,Rumah Sakit,02:18:52
Mall Larry Gemilang,Minggu,16:57:35,Nabilah Alma Nabilah,Perempuan,Nabilah_Alma_Nabilah@gmail.com,083904764397,3,1976,Iphone,Game,Mall,02:44:59
Kafe Permata Gemilang,Sabtu,10:13:40,Nabilah Alma Putri,Laki-laki,Nabilah_Alma_Putri@gmail.com,089545420573,3,1976,Oppo,Game,Kafe,02:26:58
Restoran Larry Star,Sabtu,16:07:39,Nabilah Alma Lia,Laki-laki,Nabilah_Alma_Lia@gmail.com,081303057238,Smartfren,1982,Huawei,Sosial Media,Restoran,01:36:25
Kafe Sunshine Pesona,Minggu,15:36:49,Nabilah Alma Sari,Laki-laki,Nabilah_Alma_Sari@gmail.com,089222147707,Indosat,1984,Huawei,Game,Kafe,00:40:49
RS Gemilang Sunshine,Rabu,08:51:33,Nabilah Alma Siti,Perempuan,Nabilah_Alma_Siti@gmail.com,084916410386,3,1978,Infinix,Game,Rumah Sakit,00:57:38
Mall Star Specta,Sabtu,07:17:55,Nabilah Alma Fitri,Laki-laki,Nabilah_Alma_Fitri@gmail.com,082852401912,Smartfren,1982,Lenovo,Hiburan,Mall,02:32:31
Halte Sky Gudetama,Selasa,16:27:55,Nabilah Nabilah Bayu,Perempuan,Nabilah_Nabilah_Bayu@gmail.com,083293122079,XL,1977,Infinix,Work Stuff,Halte,01:11:49
Restoran Sunshine Rainbow,Selasa,16:42:32,Nabilah Nabilah Fajar,Laki-laki,Nabilah_Nabilah_Fajar@gmail.com,083357311422,3,2003,Samsung,Work Stuff,Restoran,02:03:08
Kafe Specta Specta,Selasa,16:34:42,Nabilah Nabilah Ilham,Perempuan,Nabilah_Nabilah_Ilham@gmail.com,085203392490,Indosat,1992,Oppo,Social Connection,Kafe,00:09:14
RS Rainbow Star,Kamis,20:49:42,Nabilah Nabilah Wahyu,Perempuan,Nabilah_Nabilah_Wahyu@gmail.com,084011380466,Smartfren,1981,Xiaomi,Work Stuff,Rumah Sakit,01:08:19
Kafe Domo Sunshine,Minggu,17:10:39,Nabilah Nabilah Rizki,Laki-laki,Nabilah_Nabilah_Rizki@gmail.com,082365511339,3,1986,Samsung,Work Stuff,Kafe,01:37:34
Halte Specta Specta,Selasa,19:51:52,Nabilah Nabilah Naufal,Laki-laki,Nabilah_Nabilah_Naufal@gmail.com,082779302455,3,2000,Infinix,Social Connection,Halte,01:55:14
Restoran Sunshine Sunshine,Rabu,14:10:15,Nabilah Nabilah Tono,Laki-laki,Nabilah_Nabilah_Tono@gmail.com,086491784118,XL,1996,Lenovo,Work Stuff,Restoran,02:02:50
Kafe Star Larry,Minggu,10:06:21,Nabilah Nabilah Bagus,Perempuan,Nabilah_Nabilah_Bagus@gmail.com,084241063632,Smartfren,1998,Huawei,Game,Kafe,02:27:42
RS Specta Sunshine,Kamis,14:22:37,Nabilah Nabilah Asep,Laki-laki,Nabilah_Nabilah_Asep@gmail.com,081354421501,Telkomsel,1993,Lenovo,Work Stuff,Rumah Sakit,01:29:56
Halte Specta Specta,Senin,20:41:23,Nabilah Nabilah Kartika,Perempuan,Nabilah_Nabilah_Kartika@gmail.com,088873378924,Telkomsel,1994,Oppo,Sosial Media,Halte,01:22:01
Restoran Jaguar Rainbow,Rabu,14:09:16,Nabilah Nabilah Ayu,Laki-laki,Nabilah_Nabilah_Ayu@gmail.com,089210247055,Telkomsel,2002,Xiaomi,Hiburan,Restoran,00:17:04
RS Permata Rotello,Minggu,15:18:30,Nabilah Nabilah Alma,Laki-laki,Nabilah_Nabilah_Alma@gmail.com,084050596865,Indosat,1994,Xiaomi,Hiburan,Rumah Sakit,02:53:29
Halte Specta Star,Selasa,16:09:38,Nabilah Nabilah Nabilah,Laki-laki,Nabilah_Nabilah_Nabilah@gmail.com,084466979439,Telkomsel,1979,Samsung,Social Connection,Halte,01:31:02
RS Rainbow Star,Selasa,11:38:55,Nabilah Nabilah Putri,Laki-laki,Nabilah_Nabilah_Putri@gmail.com,087529657445,XL,1995,Lenovo,Social Connection,Rumah Sakit,02:16:33
Halte Sky Specta,Selasa,21:42:53,Nabilah Nabilah Lia,Laki-laki,Nabilah_Nabilah_Lia@gmail.com,085291588184,Telkomsel,1976,Xiaomi,Sosial Media,Halte,01:55:28
Restoran Rainbow Domo,Senin,15:23:54,Nabilah Nabilah Sari,Laki-laki,Nabilah_Nabilah_Sari@gmail.com,084963941453,Telkomsel,1990,Samsung,Hiburan,Restoran,02:01:04
Kafe Sky Jaguar,Sabtu,19:05:59,Nabilah Nabilah Siti,Laki-laki,Nabilah_Nabilah_Siti@gmail.com,088544394482,Indosat,1986,Realme,Social Connection,Kafe,01:36:38
Restoran Gudetama Tjantik,Jumat,19:19:34,Nabilah Nabilah Fitri,Perempuan,Nabilah_Nabilah_Fitri@gmail.com,087743443843,3,1971,Huawei,Hiburan,Restoran,02:30:37
Kafe Star Rotello,Rabu,15:52:47,Nabilah Putri Bayu,Laki-laki,Nabilah_Putri_Bayu@gmail.com,086846494866,Telkomsel,1994,Infinix,Hiburan,Kafe,02:30:36
Restoran Rotello Larry,Senin,16:25:23,Nabilah Putri Fajar,Laki-laki,Nabilah_Putri_Fajar@gmail.com,084474846304,3,1998,Iphone,Hiburan,Restoran,01:38:04
RS Gudetama Gemilang,Jumat,19:31:28,Nabilah Putri Ilham,Perempuan,Nabilah_Putri_Ilham@gmail.com,087025290077,Smartfren,1992,Realme,Work Stuff,Rumah Sakit,02:49:20
RS Star Sunshine,Rabu,20:42:14,Nabilah Putri Wahyu,Perempuan,Nabilah_Putri_Wahyu@gmail.com,088147568427,XL,1981,Xiaomi,Game,Rumah Sakit,00:54:11
Kafe Specta Gudetama,Minggu,15:11:06,Nabilah Putri Rizki,Laki-laki,Nabilah_Putri_Rizki@gmail.com,082090026869,3,2000,Samsung,Hiburan,Kafe,01:22:20
RS Pesona Gudetama,Rabu,21:34:06,Nabilah Putri Naufal,Perempuan,Nabilah_Putri_Naufal@gmail.com,088329053068,XL,1973,ASUS,Game,Rumah Sakit,02:11:38
RS Gudetama Sunshine,Sabtu,07:24:16,Nabilah Putri Tono,Laki-laki,Nabilah_Putri_Tono@gmail.com,087012741378,Telkomsel,2001,Infinix,Sosial Media,Rumah Sakit,01:17:25
Mall Sunshine Specta,Minggu,13:38:47,Nabilah Putri Bagus,Laki-laki,Nabilah_Putri_Bagus@gmail.com,082770383478,3,1996,Lenovo,Work Stuff,Mall,00:08:58
Mall Sunshine Pesona,Senin,20:32:04,Nabilah Putri Asep,Laki-laki,Nabilah_Putri_Asep@gmail.com,088990542724,XL,1977,Iphone,Hiburan,Mall,00:59:30
Restoran Larry Permata,Sabtu,21:56:17,Nabilah Putri Kartika,Perempuan,Nabilah_Putri_Kartika@gmail.com,088860919942,Telkomsel,1978,Iphone,Hiburan,Restoran,00:16:38
Halte Star Gudetama,Sabtu,19:19:50,Nabilah Putri Ayu,Perempuan,Nabilah_Putri_Ayu@gmail.com,082909394690,Smartfren,1996,Samsung,Social Connection,Halte,02:10:23
Mall Gemilang Jaguar,Minggu,20:20:52,Nabilah Putri Alma,Perempuan,Nabilah_Putri_Alma@gmail.com,089235395040,Indosat,1977,Lenovo,Social Connection,Mall,02:08:05
Restoran Permata Sunshine,Jumat,12:27:33,Nabilah Putri Nabilah,Laki-laki,Nabilah_Putri_Nabilah@gmail.com,085219238560,XL,1971,Infinix,Sosial Media,Restoran,00:15:50
Kafe Permata Gudetama,Kamis,19:58:56,Nabilah Putri Putri,Laki-laki,Nabilah_Putri_Putri@gmail.com,081882905947,Smartfren,1983,Vivo,Work Stuff,Kafe,01:14:00
Halte Gemilang Gemilang,Selasa,13:09:10,Nabilah Putri Lia,Laki-laki,Nabilah_Putri_Lia@gmail.com,088302033602,Telkomsel,2000,ASUS,Hiburan,Halte,00:58:00
RS Sunshine Gudetama,Jumat,13:07:42,Nabilah Putri Sari,Laki-laki,Nabilah_Putri_Sari@gmail.com,089322837326,Telkomsel,1970,Lenovo,Sosial Media,Rumah Sakit,00:37:26
Kafe Sky Pesona,Selasa,20:11:56,Nabilah Putri Siti,Laki-laki,Nabilah_Putri_Siti@gmail.com,085756390653,3,1978,Huawei,Sosial Media,Kafe,02:44:53
Restoran Jaguar Sunshine,Jumat,09:42:51,Nabilah Putri Fitri,Perempuan,Nabilah_Putri_Fitri@gmail.com,081652640146,XL,1993,Infinix,Hiburan,Restoran,02:36:43
Mall Gemilang Jaguar,Minggu,18:23:05,Nabilah Lia Bayu,Perempuan,Nabilah_Lia_Bayu@gmail.com,086081756645,3,1984,Infinix,Hiburan,Mall,01:31:11
Kafe Rotello Sunshine,Rabu,19:16:51,Nabilah Lia Fajar,Perempuan,Nabilah_Lia_Fajar@gmail.com,086023621281,XL,1977,Realme,Work Stuff,Kafe,01:57:57
Halte Rainbow Jaguar,Selasa,16:20:54,Nabilah Lia Ilham,Perempuan,Nabilah_Lia_Ilham@gmail.com,084705202442,Smartfren,1970,Huawei,Sosial Media,Halte,01:58:53
Halte Domo Rainbow,Senin,14:45:37,Nabilah Lia Wahyu,Laki-laki,Nabilah_Lia_Wahyu@gmail.com,087602424703,3,1998,Infinix,Social Connection,Halte,00:59:53
Mall Jaguar Tjantik,Rabu,20:36:21,Nabilah Lia Rizki,Perempuan,Nabilah_Lia_Rizki@gmail.com,086254195249,Telkomsel,1982,Huawei,Social Connection,Mall,01:25:52
RS Gemilang Gemilang,Selasa,19:50:26,Nabilah Lia Naufal,Perempuan,Nabilah_Lia_Naufal@gmail.com,089777949090,XL,1982,Vivo,Game,Rumah Sakit,00:54:17
RS Gudetama Larry,Minggu,08:17:50,Nabilah Lia Tono,Perempuan,Nabilah_Lia_Tono@gmail.com,088500386048,Smartfren,1995,Xiaomi,Hiburan,Rumah Sakit,02:29:35
Restoran Specta Rotello,Selasa,09:14:19,Nabilah Lia Bagus,Laki-laki,Nabilah_Lia_Bagus@gmail.com,084674076229,Telkomsel,1997,Samsung,Hiburan,Restoran,01:30:27
Kafe Sky Rainbow,Jumat,08:46:02,Nabilah Lia Asep,Perempuan,Nabilah_Lia_Asep@gmail.com,085593083683,XL,1976,Xiaomi,Social Connection,Kafe,00:23:14
RS Gudetama Tjantik,Jumat,16:15:59,Nabilah Lia Kartika,Laki-laki,Nabilah_Lia_Kartika@gmail.com,082882996278,XL,1975,Iphone,Work Stuff,Rumah Sakit,00:41:33
Halte Star Sky,Jumat,10:08:43,Nabilah Lia Ayu,Perempuan,Nabilah_Lia_Ayu@gmail.com,081334387080,XL,1995,Realme,Work Stuff,Halte,02:42:43
Restoran Rotello Star,Minggu,07:10:43,Nabilah Lia Alma,Perempuan,Nabilah_Lia_Alma@gmail.com,084075683818,3,1982,Infinix,Work Stuff,Restoran,01:06:54
RS Gemilang Gemilang,Kamis,07:48:08,Nabilah Lia Nabilah,Laki-laki,Nabilah_Lia_Nabilah@gmail.com,083550520967,XL,1990,Oppo,Sosial Media,Rumah Sakit,01:44:15
Restoran Pesona Sunshine,Senin,07:57:13,Nabilah Lia Putri,Laki-laki,Nabilah_Lia_Putri@gmail.com,083876391956,Indosat,2003,ASUS,Work Stuff,Restoran,00:49:45
Kafe Tjantik Domo,Minggu,13:26:17,Nabilah Lia Lia,Laki-laki,Nabilah_Lia_Lia@gmail.com,088376324258,3,1979,Lenovo,Hiburan,Kafe,00:20:37
Restoran Star Rainbow,Rabu,19:01:56,Nabilah Lia Sari,Laki-laki,Nabilah_Lia_Sari@gmail.com,086981420441,3,1990,Lenovo,Social Connection,Restoran,01:12:23
Restoran Rotello Rainbow,Jumat,17:21:35,Nabilah Lia Siti,Perempuan,Nabilah_Lia_Siti@gmail.com,083922882133,XL,1987,Vivo,Game,Restoran,02:40:34
Mall Sunshine Rainbow,Jumat,09:14:20,Nabilah Lia Fitri,Laki-laki,Nabilah_Lia_Fitri@gmail.com,088180499626,XL,1982,Realme,Work Stuff,Mall,01:09:53
Kafe Specta Larry,Senin,21:48:37,Nabilah Sari Bayu,Laki-laki,Nabilah_Sari_Bayu@gmail.com,081557698648,Smartfren,1983,Infinix,Work Stuff,Kafe,01:01:32
Kafe Larry Jaguar,Jumat,18:29:13,Nabilah Sari Fajar,Laki-laki,Nabilah_Sari_Fajar@gmail.com,083549211932,Smartfren,1970,Realme,Social Connection,Kafe,00:40:45
Kafe Pesona Gemilang,Minggu,12:22:59,Nabilah Sari Ilham,Perempuan,Nabilah_Sari_Ilham@gmail.com,082563517028,Indosat,1999,Xiaomi,Work Stuff,Kafe,02:27:42
Mall Rotello Larry,Sabtu,12:08:08,Nabilah Sari Wahyu,Laki-laki,Nabilah_Sari_Wahyu@gmail.com,081756497531,XL,2003,Infinix,Social Connection,Mall,02:09:14
RS Gemilang Permata,Rabu,11:26:35,Nabilah Sari Rizki,Perempuan,Nabilah_Sari_Rizki@gmail.com,081803864964,XL,1981,Infinix,Hiburan,Rumah Sakit,00:24:57
RS Pesona Star,Senin,12:28:42,Nabilah Sari Naufal,Perempuan,Nabilah_Sari_Naufal@gmail.com,087474780739,Smartfren,1975,Oppo,Social Connection,Rumah Sakit,00:53:03
Halte Rainbow Pesona,Selasa,21:54:21,Nabilah Sari Tono,Laki-laki,Nabilah_Sari_Tono@gmail.com,087820949478,Telkomsel,1971,Infinix,Work Stuff,Halte,00:08:53
Halte Sunshine Star,Selasa,11:31:46,Nabilah Sari Bagus,Perempuan,Nabilah_Sari_Bagus@gmail.com,086817651723,Indosat,1979,Huawei,Social Connection,Halte,00:50:09
Restoran Gudetama Rotello,Jumat,12:35:01,Nabilah Sari Asep,Perempuan,Nabilah_Sari_Asep@gmail.com,084536652460,Smartfren,1994,Samsung,Social Connection,Restoran,02:04:40
Restoran Domo Star,Jumat,14:30:27,Nabilah Sari Kartika,Laki-laki,Nabilah_Sari_Kartika@gmail.com,082814971979,3,1977,Samsung,Sosial Media,Restoran,02:10:10
Halte Gemilang Specta,Selasa,11:16:22,Nabilah Sari Ayu,Laki-laki,Nabilah_Sari_Ayu@gmail.com,081303088876,Telkomsel,1998,Xiaomi,Game,Halte,00:21:31
Halte Sky Gudetama,Selasa,16:23:17,Nabilah Sari Alma,Laki-laki,Nabilah_Sari_Alma@gmail.com,089701426979,XL,1995,Xiaomi,Hiburan,Halte,00:32:00
RS Domo Pesona,Rabu,08:11:24,Nabilah Sari Nabilah,Laki-laki,Nabilah_Sari_Nabilah@gmail.com,087858490208,Smartfren,1996,Realme,Work Stuff,Rumah Sakit,01:04:37
Mall Specta Permata,Minggu,12:46:11,Nabilah Sari Putri,Laki-laki,Nabilah_Sari_Putri@gmail.com,081431265797,Indosat,1996,Vivo,Game,Mall,02:09:55
Kafe Tjantik Rainbow,Minggu,13:05:12,Nabilah Sari Lia,Perempuan,Nabilah_Sari_Lia@gmail.com,085723220042,Telkomsel,1992,Xiaomi,Work Stuff,Kafe,01:40:39
